year,geo,structure_type,building_permits_sum,population,percentage_of_seniors,percentage_of_students,GDP_millions
2018,Quebec,Row condominium,181,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Schools, education",340,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Secondary school, high school, junior high school",69,8433888.00,18.82,11.20,367100.00
2018,Quebec,Service stations,34,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Special building use - funeral director, crematorium, mausoleum",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total demolitions,1362,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major institutional and governmental projects,492,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major non-residential projects,1880,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major permits residential and non-residential,43724,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major residential project,41844,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor commercial projects,4164,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor industrial projects,1656,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor institutional and governmental projects,742,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor non-residential projects,6562,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor residential and non-residential,66988,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor residential project,60426,8433888.00,18.82,11.20,367100.00
2018,Quebec,Trade and services,373,8433888.00,18.82,11.20,367100.00
2018,Quebec,Transportation terminal,9,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Transportation, utilities",50,8433888.00,18.82,11.20,367100.00
2018,Quebec,University,36,8433888.00,18.82,11.20,367100.00
2018,Quebec,Utility building,37,8433888.00,18.82,11.20,367100.00
2018,Quebec,Warehouses,71,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Welfare, home",37,8433888.00,18.82,11.20,367100.00
2018,Saskatchewan,Agriculture,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment,854,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment condominium,17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment total,871,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Churches, religion",7,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Clinic - health unit, out-patient clinic, first aid station",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Communication building,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Convention center, exhibition building",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Double total,84,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Elementary school, kindergarten",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Factories, plants",17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Government buildings,1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Government legislative and administration building other than office building - city hall, court of justice, embassy, parliament and senate building",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hospital general - military, specialized",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hotel, hotel and motel, motor hotel",5,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hotels, restaurants",25,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Indoor recreational building - sports complex, tennis court and squash, community center, arena, curling club, swimming pool",15,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Laboratories,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Library, museum, art gallery, aquarium, botanical garden, archive building, scientific center",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Maintenance building,8,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Major multiple dwelling projects,1231,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Medical, hospital",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Mining and agriculture,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Mining building,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Minor multiple dwelling projects,275,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Motel, cabin for tourism",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Motor vehicle show room (new and used) - car dealership, used car, motorcycle and tractor sale",8,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Multiple dwelling building total,2498,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Office building - consultant's office, doctor's office, insurance company, bank, taxi stand, office with cafeteria, office with smoke shop",43,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Office buildings,43,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Office complex, office and store, office and apartment",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Other accommodation - student's residence, boarding house, religious residence, hostel, dormitory",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Other government building - police station, prison, fire station, military building",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Outdoor recreational building - country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Plant for manufacturing, processing and assembling goods",9,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Post-secondary institution - technical institute, trade school",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Recreation,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Restaurant, bar, tavern, night club, diner, donut shop",18,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Retail and wholesale outlets,24,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Retail complex - plaza, mall, shopping center, store and office building",27,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Row condominium,17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Schools, education",13,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Secondary school, high school, junior high school",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Service stations,6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Special building use - funeral director, crematorium, mausoleum",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total demolitions,132,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major institutional and governmental projects,35,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major non-residential projects,262,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major permits residential and non-residential,3186,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major residential project,2924,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor commercial projects,337,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor industrial projects,133,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor institutional and governmental projects,82,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor non-residential projects,552,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor residential and non-residential,2987,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor residential project,2435,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Trade and services,59,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Transportation terminal,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Transportation, utilities",6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,University,3,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Utility building,6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Warehouses,33,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Welfare, home",10,1165938.00,15.22,15.66,82200.00
